id,name,address,distance,phone,phone_e164,email,is_mobile,status
c1074,The Butcher's Oatcakes,"Ingestre Square, Stoke-on-Trent, ST3 3JT",44.1 mi,+447835 978668,+447835978668,,True,new
c1075,Ossett Gyros,"47, Bank Street, Ossett, WF5 8PR",44.1 mi,+441924 926445,+441924 926445,,False,new
c1076,Shawingz,"4, Wesley Street, Ossett, WF5 8ER",44.1 mi,+44 1924 263347,+44 1924 263347,,False,new
c1077,The Tap,"2, The Green, Ossett, WF5 8JS",44.1 mi,+441924 272215,+441924 272215,,False,new
c1078,Capabilitea,"Stone Road, Stoke-on-Trent, ST4 8AX",44.1 mi,+44 1782 642326,+44 1782 642326,,False,new
c1079,Rotisserie,"Stone Road, Stoke-on-Trent, ST4 8AX",44.1 mi,+44 1782 654176,+44 1782 654176,,False,new
c1080,Pieminister,"Stone Road, Stoke-on-Trent, ST4 8AX",44.1 mi,+44 1782 657667,+44 1782 657667,,False,new
c1081,FGF,"27, Dale Street, Ossett, WF5 9DB",44.2 mi,+44 1924 265123,+44 1924 265123,,False,new
c1082,Ossett Spice,"25, Dale Street, Ossett, WF5 9DB",44.2 mi,+44 1924 280888,+44 1924 280888,,False,new
c1083,Cheung's,"41, Dale Street, Ossett, WF5 9DB",44.2 mi,+44 1924 281128,+44 1924 281128,,False,new
c1084,A & M Sandwich Bar,"35, Dale Street, Ossett, WF5 9DB",44.2 mi,+44 7837 905415,+447837905415,,True,new
c1085,Guiseley Rasoi,"2, Oxford Road, Leeds, LS20 9AS",44.2 mi,+44 1943 884429,+44 1943 884429,,False,new
c1086,The Speciality Sandwich Shop,"2a, Market Place, Ossett, WF5 8BQ",44.2 mi,+44 1924 267046,+44 1924 267046,,False,new
c1087,Cafe Latte,"2-3, Dale Street, Ossett, WF5 9BN",44.2 mi,+44 1924 646881,+44 1924 646881,,False,new
c1088,Peking House 2,"87, Main Street, Ilkley, LS29 7BU",44.2 mi,+44 1943 864864,+44 1943 864864,,False,new
c1089,Chicken Hut,"70, Prospect Road, Ossett, WF5 9HL",44.2 mi,+44 1924 261044,+44 1924 261044,,False,new
c1090,The Gables,ST3 3DS,44.3 mi,+44 1782332343,+44 1782332343,,False,new
c1091,The Peel Arms,"83, Church Road, Market Drayton, TF9 4JY",44.3 mi,+44 1630 674260,+44 1630 674260,,False,new
c1092,Aqueduct Inn,"Holyhead Road, Froncysyllte, LL20 7PY",44.3 mi,+44 1691 777118,+44 1691 777118,,False,new
c1093,Casa Pizza,"15, Kirk Lane, Leeds, LS19 7EP",44.5 mi,+44 113 250 8308,+44 113 250 8308,,False,new
c1094,Emmott Arms,"Town Street, Leeds, LS19 6PP",44.5 mi,+44 113 2506036,+44 113 2506036,,False,new
c1095,Jubo Raj,"1a, Highfield Terrace, Leeds, LS19 6DX",44.5 mi,+44 113 239 1515,+44 113 239 1515,,False,new
c1096,Sun Trevor,"Sun Bank, Llangollen, LL20 8EG",44.5 mi,+44 1978 860651,+44 1978 860651,,False,new
c1097,The Crown,"12, Ivegate, Leeds, LS19 7RE",44.6 mi,+44 113 250 2438,+44 113 250 2438,,False,new
c1098,Delish,"5, Town Street, Leeds, LS19 7EQ",44.6 mi,+44 113 250 4860,+44 113 250 4860,,False,new
c1099,Yang's,"9, Ballfield Lane, Barnsley, S75 5EF",44.6 mi,+44 1226 381888,+44 1226 381888,,False,new
c1100,Grassington House Hotel,"5, The Square, Skipton, BD23 5AQ",44.7 mi,+44 1756 752406,+44 1756 752406,,False,new
c1101,Heebie Jeebies Cafe,"37, High Street, Leeds, LS19 7SP",44.7 mi,+44 113 250 2466,+44 113 250 2466,,False,new
c1102,Number One,"20, High Street, Leeds, LS19 7PP",44.7 mi,+44 113 250 5132,+44 113 250 5132,,False,new
c1103,Yeadon Liberal Club,"20B, High Street, Leeds, LS19 7PP",44.7 mi,+44 113 250 2472,+44 113 250 2472,,False,new
c1104,The Albert,"81, High Street, Leeds, LS19 7TA",44.8 mi,+44 7525 749925,+447525749925,,True,new
c1105,Family Fortune,"1, Club Row, Leeds, LS19 7SZ",44.8 mi,+44 113 202 9288,+44 113 202 9288,,False,new
c1106,Nags Head,"Stacey Bank, Sheffield, S6 6SJ",44.8 mi,+44 114 285 1202,+44 114 285 1202,,False,new
c1107,Max's Balti House,"56, High Street, Leeds, LS19 7PP",44.8 mi,+44 113 250 1896,+44 113 250 1896,,False,new
c1108,Indian Spice,"Northgate, Wakefield, WF4 6AS",44.9 mi,+44 1924 277442,+44 1924 277442,,False,new
c1109,Oriental Dragon,"227, New Road Side, Leeds, LS18 4DR",44.9 mi,+44 113 259 0406,+44 113 259 0406,,False,new
c1110,La Fonda,"194A, New Road Side, Leeds, LS18 4DP",45.0 mi,+44 113 805 8912,+44 113 805 8912,,False,new
c1111,The Penny Bun,"Otley, LS21 2JQ",45.0 mi,+44 1943 465343,+44 1943 465343,,False,new
c1112,Cafe Dino,"117, New Road Side, Leeds, LS18 4QD",45.1 mi,+44 113 258 1002,+44 113 258 1002,,False,new
c1113,Ideal Sandwich Bar,"14, Victoria Avenue, Leeds, LS19 7AW",45.1 mi,+44 113 250 6300,+44 113 250 6300,,False,new
c1114,Llanddulas Royal British Legion,,45.1 mi,+44 1492 516376,+44 1492 516376,,False,new
c1115,Casa Gyros Grill,"77, New Road Side, Leeds, LS18 4QD",45.2 mi,+44 1133 182577,+44 1133 182577,,False,new
c1116,The Black Bull,"The Green, Leeds, LS18 4RH",45.2 mi,+44 113 258 7734,+44 113 258 7734,,False,new
c1117,Holme Social Club,"Station Road, Holme, LA6 1QZ",45.2 mi,+44 1524 781936,+44 1524 781936,,False,new
c1118,Sisi Pizza,"287, Lower Wortley Road, Leeds, LS12 4PZ",45.3 mi,+44 113 231 1301,+44 113 231 1301,,False,new
c1119,Lucky's,,45.3 mi,+44 113 263 7272,+44 113 263 7272,,False,new
c1120,Pete's,"8, Cross Street, Ellesmere, SY12 0AR",45.3 mi,+44 1691 623414,+44 1691 623414,,False,new
c1121,The Swan,"Cross Street, Ellesmere, SY12 0AW",45.3 mi,+44 1691 622596,+44 1691 622596,,False,new
c1122,Thai Sun,"33, Town Street, Leeds, LS18 5LJ",45.3 mi,+44 7562930929,+447562930929,,True,new
c1123,Farmers Arms,"Baycliff, LA12 9RP",45.3 mi,+44 1229 869446,+44 1229 869446,,False,new
c1124,The Snooty Fox,"Main Street, Kirkby Lonsdale, LA6 2AH",45.4 mi,+44 15242 71308,+44 15242 71308,,False,new
c1125,Jingling Lane Chippy,"Jingling Lane, Kirkby Lonsdale, LA6 2AW",45.4 mi,+44 15242 71032,+44 15242 71032,,False,new
c1126,The Boathouse,"Mereside, Ellesmere, SY12 0PA",45.4 mi,+44 1691 623852,+44 1691 623852,,False,new
c1127,Ponsonby Arms,"Mill Street, Llangollen, LL20 8RY",45.4 mi,+44 1978 447985,+44 1978 447985,,False,new
c1128,Silver Moon,"39, Main Street, Kirkby Lonsdale, LA6 2AH",45.4 mi,+44 15242 72133,+44 15242 72133,,False,new
c1129,Bridge End,"Mill Street, Llangollen, LL20 8RY",45.4 mi,+44 1978 860634,+44 1978 860634,,False,new
c1130,Spice Essence,"48-50, Main Street, Kirkby Lonsdale, LA6 2AJ",45.4 mi,+44 1524 272725,+44 1524 272725,,False,new
c1131,Number Fourty Four,"44, Main Street, Kirkby Lonsdale, LA6 2AJ",45.4 mi,+44 15242 72160,+44 15242 72160,,False,new
c1132,The Black Lion Hotel,"Scotland Street, Ellesmere, SY12 0EG",45.4 mi,+44 1691 622418,+44 1691 622418,,False,new
c1133,Market Hotel,"16, Scotland Street, Ellesmere, SY12 0EG",45.4 mi,+44 1691 624332,+44 1691 624332,,False,new
c1134,Horse and Jockey,"Northwood, SY4 5NN",45.4 mi,+44 1948 411470,+44 1948 411470,,False,new
c1135,Curry Mahal,"28, Barnsley Road, Barnsley, S75 3RN",45.4 mi,+44 1226 201188,+44 1226 201188,,False,new
c1136,Ninos Pizza,"High Street, Dodworth",45.4 mi,+44 1226 786666,+44 1226 786666,,False,new
c1137,Dil Raj,"High Street, Dodworth, S75 3RF",45.5 mi,+44 1226 202 606,+44 1226 202 606,,False,new
c1138,Kwai Hong,"527, Denby Dale Road West, Wakefield, WF4 3ND",45.5 mi,+44 1924 274360,+44 1924 274360,,False,new
c1139,Dee Pizza,"4, Oak Street, Llangollen, LL20 8NR",45.5 mi,+44 1978 869156,+44 1978 869156,,False,new
c1140,Street Pizza & Kebab,"45, Castle Street, LLangollen, LL20 8RU",45.6 mi,+44 1978 860150,+44 1978 860150,,False,new
c1141,De Coral Chinese Takeaway,"2, Worcester Street, Barrow-in-Furness, LA13 9RU",45.6 mi,+44 1229 836458,+44 1229 836458,,False,new
c1142,The Rumblin Tum,"9, Newmarket, Otley, LS21 3AJ",45.7 mi,+44 1943 850484,+44 1943 850484,,False,new
c1143,Costa,"42-48, Kirkgate, Otley, LS21 3HJ",45.7 mi,+44 1943 462588,+44 1943 462588,,False,new
c1144,Teddy Bears Tearoom,,45.8 mi,+441691 773373,+441691 773373,,False,new
c1145,Maypole Food Bar,"64, Boroughgate, Otley, LS21 1AE",45.9 mi,+44 1943 850773,+44 1943 850773,,False,new
c1146,Cucina Pizza,"94-96, Boroughgate, Otley, LS21 1AE",45.9 mi,+44 1943 465718,+44 1943 465718,,False,new
c1147,Mumbai Lounge,"73, Vesper Road, Leeds, LS5 3QT",45.9 mi,+44 113 345 1521,+44 113 345 1521,,False,new
c1148,Number 9,"9, Station Road, Leeds, LS18 5PA",45.9 mi,+44 113 258 6046,+44 113 258 6046,,False,new
c1149,Pizza Affair,"7, Station Road, Leeds, LS18 5PA",45.9 mi,+44 113 258 5533,+44 113 258 5533,,False,new
c1150,Station Pizza and Punjab Tandoori,"17, Station Road, Leeds, LS18 5PA",45.9 mi,+44 113 259 0060,+44 113 259 0060,,False,new
c1151,Francescas Pizzaria,"Duke Street, Barrow-in-Furness, LA14 1HP",46.0 mi,+441229823383,+441229823383,,False,new
c1152,Kapadokya,"9, Dalton Road, Barrow-in-Furness, LA14 1HY",46.0 mi,+441229824848,+441229824848,,False,new
c1153,Ruby Chinese & Thai,"72, Dalton Road, Barrow-in-Furness, LA14 1JB",46.0 mi,+441229835629,+441229835629,,False,new
c1154,Jade Unicorn,"25, Paradise Place, Leeds, LS18 4RN",46.1 mi,+44 113 2587306,+44 113 2587306,,False,new
c1155,Nathan's Crafts and Tearoom,"654, Stannington Road, Sheffield, S6 6AE",46.1 mi,+44 7538 278338,+447538278338,,True,new
c1156,Royal Instanbul,"49, Crellin Street, Barrow-in-Furness, LA14 1DS",46.1 mi,+44 1229 836676,+44 1229 836676,,False,new
c1157,The Bridge Inn,"Lower Chirk Bank, Chirk Bank, LL14 5BU",46.1 mi,+44 1691 773213,+44 1691 773213,,False,new
c1158,Fish over Chips,"Kents Bank Road, Grange-over-Sands, LA11 7EY",46.2 mi,+44 15395 32277,+44 15395 32277,,False,new
c1159,JJ's Vish And Chips,"402a, Kirkstall Road, Leeds, LS4 2QD",46.4 mi,+44 113 2741459,+44 113 2741459,,False,new
c1160,CHUNK,"174, Kirkstall Hill, Leeds, LS4 2SX",46.5 mi,+44 113 274 5228,+44 113 274 5228,,False,new
c1161,The Falcon Inn,"Monk's Road, Arncliffe, BD23 5QE",46.5 mi,+441756770205,+441756770205,,False,new
c1162,Shanghai,"335, Kirkstall Road, Leeds, LS4 2HD",46.6 mi,+44 113 263 2480,+44 113 263 2480,,False,new
c1163,Annapurna,"408, Burley Road, Leeds, LS4 2SN",46.6 mi,+44 113 300 3248,+44 113 300 3248,,False,new
c1164,Dave's Pies and Ales,"350, Kirkstall Road, Leeds, LS4 2HQ",46.6 mi,+44 113 278 4555,+44 113 278 4555,,False,new
c1165,Oliver's,"2, Silcoates Street, Wakefield, WF2 0DU",46.9 mi,+44 1924 376505,+44 1924 376505,,False,new
c1166,Olivers,,47.0 mi,+44 7761 604240,+447761604240,,True,new
c1167,Brasserie at West Park,"269, Otley Road, Leeds, LS16 5LN",47.0 mi,+44 113 274 5525,+44 113 274 5525,,False,new
c1168,The Mallard Tea Shop,"Cartmel, LA11 6PN",47.1 mi,+44 15395 36800,+44 15395 36800,,False,new
c1169,Rivendale Stables Cafe,,47.1 mi,+44 1335 310441,+44 1335 310441,,False,new
c1170,The Ship Inn,"Sandside, LA7 7HW",47.1 mi,+44 15395 63113,+44 15395 63113,,False,new
c1171,Victoria Social,"72a, Victoria Road, Leeds, LS6 1DL",47.1 mi,+44 7427 076727,+447427076727,,True,new
c1172,Cartmel Coffee,"The Square, Cartmel, LA11 6QB",47.2 mi,+44 15395 35353,+44 15395 35353,,False,new
c1173,St. Michael's Fisheries,"5-7, St. Michael's Lane, Leeds, LS6 3AN",47.2 mi,+44 113 274 7389,+44 113 274 7389,,False,new
c1174,Mazzika Lounge,"45, Westfield Road, Leeds, LS3 1DG",47.2 mi,+44 7388 684121,+447388684121,,True,new
c1175,Goa Spice,"5, The Square, Milnthorpe, LA7 7QJ",47.4 mi,+44 15395 64700,+44 15395 64700,,False,new
c1176,Tracey's Sandwich Bar,"95, Leppings Lane, Sheffield, S6 1SU",47.4 mi,+44 114 251 7233,+44 114 251 7233,,False,new
c1177,Refresh,"26, The Square, Milnthorpe, LA7 7QJ",47.4 mi,+44 15395 626 66,+44 15395 626 66,,False,new
c1178,Only Food And Sauces,"153, Dewsbury Road, Leeds, LS11 5NW",47.4 mi,+44 7467 244361,+447467244361,,True,new
c1179,Two Sheds,"235, Crookes, Sheffield, S10 1TF",47.5 mi,+44 114 266 4133,+44 114 266 4133,,False,new
c1180,Coach And Horses,"Haverflatts Lane, Milnthorpe, LA7 7PS",47.5 mi,+44 15395 63210,+44 15395 63210,,False,new
c1181,The Narrowboat Inn,"Ellesmere Road, Welsh Frankton, SY11 4NU",47.5 mi,+44 1691 661051,+44 1691 661051,,False,new
c1182,168,"15, Burton Avenue, Leeds, LS11 5ET",47.5 mi,+44 113 271 3837,+44 113 271 3837,,False,new
c1183,Chichini,"9, Hyde Park Corner, Leeds, LS6 1AF",47.6 mi,+44 113 274 9183,+44 113 274 9183,,False,new
c1184,Dawaat Indian Takeaway,"44A, Monkbridge Road, Leeds, LS6 4ER",47.6 mi,+44 113 224 9963,+44 113 224 9963,,False,new
c1185,Deli Kitchen,"55, Great George Street, Leeds, LS1 3BB",47.6 mi,+44 113 243 2723,+44 113 243 2723,,False,new
c1186,Panda Mami,"Unit G33, Market Walk, Wakefield, WF1 1QR",47.6 mi,+44 1924 980316,+44 1924 980316,,False,new
c1187,The Hideaway Coffee House,"Cow Brow, Lupton, LA6 1PF",47.6 mi,+44 15395 67434,+44 15395 67434,,False,new
c1188,Sang Lung,"415, Langsett Road, Sheffield, S6 2LL",47.7 mi,+44 114 231 5888,+44 114 231 5888,,False,new
c1189,Grand Pacific,,47.7 mi,+44 113 391 7290,+44 113 391 7290,,False,new
c1190,Delhi Wala Food,"88, Bishopgate Street, Leeds, LS1 4BB",47.7 mi,+44 113 243 6931,+44 113 243 6931,,False,new
c1191,Akmal's Tandoori Bistro,"235, Woodhouse Lane, Leeds, LS2 3AP",47.7 mi,+44 113 242 4600,+44 113 242 4600,,False,new
c1192,Little Athens,"570, Meanwood Road, Leeds, LS6 4AZ",47.8 mi,+44 113 228 6243,+44 113 228 6243,,False,new
c1193,Paradise Lounge,"62, High Street, Wem, SY4 5DW",47.8 mi,+44 1939 234333,+44 1939 234333,,False,new
c1194,Whitelocks,"6-8, Turks Head Yard, Leeds, LS1 6HB",47.9 mi,+44 113 245 3950,+44 113 245 3950,,False,new
c1195,Wok this Way,"137, Howard Road, Sheffield, S6 3RU",47.9 mi,+44 114 251 7888,+44 114 251 7888,,False,new
c1196,Pasta Romagna,"26, Albion Place, Leeds, LS1 6JS",47.9 mi,+44 113 245 1569,+44 113 245 1569,,False,new
c1197,Memento Tea & Noodle,"21, Thornton's Arcade, Leeds, LS1 6LQ",47.9 mi,+44 7935 096508,+447935096508,,True,new
c1198,Olive,"762, Ecclesall Road, Sheffield, S11 8TB",47.9 mi,+44 114 266 7702,+44 114 266 7702,,False,new
c1199,Franco Manca,"1, Trinity Street, Leeds, LS1 6AP",47.9 mi,+44 113 403 3713,+44 113 403 3713,,False,new
c1200,Naeem's Tandoori,"62, Stainbeck Road, Leeds, LS7 2PW",48.0 mi,+44 113 289 9933,+44 113 289 9933,,False,new
c1201,Aire Bar,"32, The Calls, Leeds, LS2 7EW",48.0 mi,+44 113 245 5500,+44 113 245 5500,,False,new
c1202,Grindhouse,"22, New Briggate, Leeds, LS1 6NU",48.0 mi,+44 113 244 6200,+44 113 244 6200,,False,new
c1203,Munch Box,"7a, Crown Street, Leeds, LS2 7DA",48.0 mi,+44 113 243 9989,+44 113 243 9989,,False,new
c1204,EATiME,"Merrion Way, Leeds, LS2 8NG",48.0 mi,+44 113 244 9290,+44 113 244 9290,,False,new
c1205,Hook & Line,"15, Merrion Way, Leeds, LS2 8BT",48.0 mi,+44 113 824 5404,+44 113 824 5404,,False,new
c1206,Bean Blvd,"950, Ecclesall Road, Sheffield, S11 8TR",48.0 mi,+44 114 457 7162,+44 114 457 7162,,False,new
c1207,MC Noodle King,"117, Kirkgate, Leeds, LS1 6BY",48.0 mi,+44 113 244 5233,+44 113 244 5233,,False,new
c1208,Taste Of Thailand,"198, Whitham Road, Sheffield, S10 2SS",48.0 mi,+44 114 266 7979,+44 114 266 7979,,False,new
c1209,The Palace,"Kirkgate, Leeds, LS2 7DJ",48.1 mi,+44 113 244 5882,+44 113 244 5882,,False,new
c1210,Little Lou's Fish and Chips,"49, Margetson Crescent, Sheffield, S5 9ND",48.1 mi,+44 114 234 1831,+44 114 234 1831,,False,new
c1211,Balti Ghar,"39, Baslow Road, Sheffield, S17 4DL",48.2 mi,+44 1142362223,+44 1142362223,,False,new
c1212,PONTUS,"65, Baslow Road, Sheffield, S17 4DL",48.2 mi,+441142360394,+441142360394,,False,new
c1213,North Leeds Fisheries,"95, Stainbeck Road, Leeds, LS7 2PR",48.3 mi,+44 113 268 1818,+44 113 268 1818,,False,new
c1214,Two Steps Fish and Chips,"249, Sharrow Vale Road, Sheffield, S11 8ZE",48.3 mi,+44 114 266 5694,+44 114 266 5694,,False,new
c1215,Flat White Cafe,"15, Penrhyn Road, Colwyn Bay, LL29 8LG",48.3 mi,+44 1492534144,+44 1492534144,,False,new
c1216,Whisk,"5-7, School Lane, Wakefield, WF2 6PQ",48.3 mi,+44 1924 255047,+44 1924 255047,,False,new
c1217,The Earl Of Sandwich,"Bank End Road, Barnsley, S70 4QH",48.3 mi,+44 7709 926455,+447709926455,,True,new
c1218,DJ's Deli,"45, Byron Street, Leeds, LS2 7QJ",48.4 mi,+44 113 245 8994,+44 113 245 8994,,False,new
c1219,Famous B Restaurant,"1st Floor, 32/34, Regent Street",48.4 mi,+44 7438 036883,+447438036883,,True,new
c1220,The Doctor's Orders,"412, Glossop Road, Sheffield, S10 2JD",48.4 mi,+44 114 272 1214,+44 114 272 1214,,False,new
c1221,The Old Smithy,"Chapel Hill, Matlock, DE4 2ND",48.5 mi,+44 1629 258 927,+44 1629 258 927,,False,new
c1222,La Terrass,"Bristol Street, Leeds, LS7 1DH",48.5 mi,+44 113 294 2056,+44 113 294 2056,,False,new
c1223,Gzing Restaurant,"Cherry Row, Leeds, LS9 7NP",48.6 mi,+44 113 243 6161,+44 113 243 6161,,False,new
c1224,Adam's Takeaway,"66, Lincoln Green Road, Leeds, LS9 7SU",48.6 mi,+44 113 249 4649,+44 113 249 4649,,False,new
c1225,Lincoln Green Internet Cafe,"74, Lincoln Green Road, Leeds, LS9 7SU",48.6 mi,+44 113 248 4201,+44 113 248 4201,,False,new
c1226,Beijing Garden,"Victoria Road, Ulverston",48.6 mi,+44 1229 584488,+44 1229 584488,,False,new
c1227,Golden Dragon,"17, Cherry Tree Drive, Wakefield, WF2 6LG",48.6 mi,+44 1924 254264,+44 1924 254264,,False,new
c1228,Cranmer Bank Chinese Takeaway,"47, Cranmer Bank, Leeds, LS17 5JD",48.7 mi,+44 161 231 0325,+44 161 231 0325,,False,new
c1229,The Rainbow,"19, Queen Street, Ulverston, LA12 7AF",48.7 mi,+44 1229 582375,+44 1229 582375,,False,new
c1230,Amigo's,"30, Cavendish Street, Ulverston, LA12 7AD",48.7 mi,+44 1229 587616,+44 1229 587616,,False,new
c1231,Sizzle In,"1-3, Union Street, Ulverston, LA12 7HR",48.7 mi,+44 1229 588 688,+44 1229 588 688,,False,new
c1232,Piccolos,"3, Convent Walk, Sheffield, S3 7RX",48.7 mi,+44 114 249 5040,+44 114 249 5040,,False,new
c1233,Taste Of Balti,"Market Street, Ulverston",48.8 mi,+44 1229 582562,+44 1229 582562,,False,new
c1234,Cafe Espresso,"1, The Avenue, Leeds, LS17 7BD",48.8 mi,+44 113 450 5108,+44 113 450 5108,,False,new
c1235,Piccolo's Pizza,"14-16, Stafford Street, ST15 8QW",48.8 mi,+441785819888,+441785819888,,False,new
c1236,Opposite,"4, Stainbeck Lane, Leeds, LS7 3QY",48.9 mi,+44 113 266 2895,+44 113 266 2895,,False,new
c1237,Kamran's Tandoori Hut,"104, Harrogate Road, Leeds, LS7 4LZ",48.9 mi,+44 113 239 2211,+44 113 239 2211,,False,new
c1238,Mad Greek,"14, Stainbeck Lane, Leeds, LS7 3QY",48.9 mi,+44 113 269 2288,+44 113 269 2288,,False,new
c1239,Sushi Daily Sheffield,"1-3, Ecclesall Road, Sheffield, S11 8HY",48.9 mi,+44 114 272 2027,+44 114 272 2027,,False,new
c1240,Cracovia,"Newton Hill Road, Leeds, LS7 4JE",49.0 mi,+44 7578 465704,+447578465704,,True,new
c1241,Curry Master,"567, Abbeydale Road, Sheffield, S7 1TA",49.0 mi,+44 114 2583700,+44 114 2583700,,False,new
c1242,Famous Balti & Pizza,"206, York Road, Leeds, LS9 9LN",49.1 mi,+44 7586 108844,+447586108844,,True,new
c1243,China City,"222, York Road, Leeds, LS9 9LN",49.1 mi,+44 113 249 6326,+44 113 249 6326,,False,new
c1244,Tunto's Aroma,"204A, York Road, Leeds, LS9 9LN",49.1 mi,+44 113 322 4831,+44 113 322 4831,,False,new
c1245,"Brunch""n""Lunch","10, Matilda Street, Sheffield, S1 4QD",49.1 mi,+44 114 249 2245,+44 114 249 2245,,False,new
c1246,Shapla,"26,28, Cumberland Street, Sheffield, S1 4PT",49.1 mi,+44 114 272 0831,+44 114 272 0831,,False,new
c1247,Moor Fisheries,"30, Cumberland Street, Sheffield, S1 4PT",49.1 mi,+44 114 270 1531,+44 114 270 1531,,False,new
c1248,Gringoz Pizza,"328, Abbeydale Road, Sheffield, S7 1FN",49.1 mi,+44 114 258 8188,+44 114 258 8188,,False,new
c1249,Rajaz Curry House,"272a, York Road, Leeds, LS9 9DN",49.2 mi,+44 113 240 9951,+44 113 240 9951,,False,new
c1250,Salam Internet Cafe,"135, Harehills Road, Leeds, LS8 5BW",49.2 mi,+44 1132121150,+44 1132121150,,False,new
c1251,Mamas & Leonies,"111-115, Norfolk Street, Sheffield, S1 2JE",49.2 mi,+44 114 272 0490,+44 114 272 0490,,False,new
c1252,Sarni's,"25, High Street, Sheffield, S1 2GU",49.2 mi,+441142701750,+441142701750,,False,new
c1253,Edo Sushi,"24-26, High Court, Sheffield, S1 2EP",49.2 mi,+44 114 275 5123,+44 114 275 5123,,False,new
c1254,QashQai Kitchen,"74, Abbeydale Road, Sheffield, S7 1FD",49.2 mi,+44 114 438 3225,+44 114 438 3225,,False,new
c1255,Milky Bar,"94, Abbeydale Road",49.2 mi,+44 114 250 9604,+44 114 250 9604,,False,new
c1256,CheebaCheeba,"111, Chesterfield Road, Sheffield, S8 0RN",49.3 mi,+441144383405,+441144383405,,False,new
c1257,Sheaf House,"329, Bramall Lane, Sheffield, S2 4RH",49.3 mi,+44 114 250 9852,+44 114 250 9852,,False,new
c1258,The Red Lion,"109, Charles Street, Sheffield, S1 2ND",49.3 mi,+44 114 272 4997,+44 114 272 4997,,False,new
c1259,Rutland Arms,"86, Brown Street, Sheffield, S1 2BS",49.3 mi,+44 114 272 9003,+44 114 272 9003,,False,new
c1260,Zaitoon,"72, Spital Hill, Sheffield, S4 7LG",49.4 mi,+44 114 270 1248,+44 114 270 1248,,False,new
c1261,York Road Fisheries And Pizza Bar,"350, York Road, Leeds, LS9 9DN",49.4 mi,+44 113 240 9585,+44 113 240 9585,,False,new
c1262,Hungry Harry's,"330, York Road, Leeds, LS9 9DN",49.4 mi,+44 7435 046821,+447435046821,,True,new
c1263,Route 64,"336, York Road, Leeds, LS9 9DN",49.4 mi,+44 113 345 1810,+44 113 345 1810,,False,new
c1264,Tasty Shawarma,"70, Spital Hill, Sheffield, S4 7LG",49.4 mi,+44 114 273 0620,+44 114 273 0620,,False,new
c1265,The Brothers Arms,"106, Well Road, Sheffield, S8 9TZ",49.5 mi,+44 114 258 3544,+44 114 258 3544,,False,new
c1266,Dos Amigos,"96, The Dale, Sheffield, S8 0PS",49.5 mi,+44 114 221 5097,+44 114 221 5097,,False,new
c1267,Corner House,"378, Harrogate Road, Leeds, LS17 6PY",49.5 mi,+44 113 2682 733,+44 113 2682 733,,False,new
c1268,5Tara/Overnight,"139-141, Duke Street, Sheffield, S2 5QL",49.7 mi,+447440620792,+447440620792,,True,new
c1269,The White Swan,"57, Greenhill Main Road, Sheffield, S8 7RB",49.7 mi,+44 7939 266429,+447939266429,,True,new
c1270,The Street Lane Bakery And The Gardens Coffee Shop,"399, Street Lane, Leeds, LS17 6HQ",49.7 mi,+44 113 268 0286,+44 113 268 0286,,False,new
c1271,The Jolly Farmer,"Pentland Road, Dronfield, S18 8ZQ",49.8 mi,+44 1246 418018,+44 1246 418018,,False,new
c1272,Lucky Star,"211, Duke Street, Sheffield, S2 5QP",49.8 mi,+44 114 272 1897,+44 114 272 1897,,False,new
c1273,Patty's Kitchen,"Barnsley, S72 8UH",49.9 mi,+44 7411 096620,+447411096620,,True,new
c1274,Bengal Brasserie,"633a, Roundhay Road, Leeds, LS8 4BA",50.0 mi,+44 113 240 9458,+44 113 240 9458,,False,new
c1275,The Bucks Head,"257, Warrington Road, Wigan, WN2 5RQ",2.9 mi,+44 1942 863704,+44 1942 863704,,False,new
c1276,Mr English - Fish & Chips,"286, Wigan Road, Wigan",3.0 mi,+441942 722077,+441942 722077,,False,new
c1277,Bath Springs,"455, Wigan Road, Wigan, WN4 0DD",3.0 mi,+441942 273204,+441942 273204,,False,new
c1278,Mather's Sandwich Bar,"157, Bolton Road, Wigan, WN4 8AE",3.7 mi,+441942 722227,+441942 722227,,False,new
c1279,Presidential,"26, Bolton Road, Wigan, WN4 8PA",3.9 mi,+441942 204192,+441942 204192,,False,new
c1280,The Red Lion,"25, Gerard Street, Wigan, WN4 9AG",4.0 mi,+441942 724931,+441942 724931,,False,new
c1281,The Coffee Shop,"2A, Garswood Street, Wigan, WN4 9AF",4.1 mi,+441942 945412,+441942 945412,,False,new
c1282,The Railway,"4, Station Road, Wigan, WN4 0SA",4.2 mi,+44 1942 272790,+44 1942 272790,,False,new
c1283,Wok In,"121, Edge Green Lane, Warrington, WA3 3SX",4.4 mi,+441942 271984,+441942 271984,,False,new
c1284,Plank Lane Chippy,"42B, Plank Lane, Leigh, WN7 4QE",4.9 mi,+441942 269328,+441942 269328,,False,new
c1285,Spinners Arms,"70, Firs Lane, Leigh, WN7 4SB",5.1 mi,+447375 078085,+447375078085,,True,new
c1286,Harlay's,"2, Crow Wood Road, Warrington, WA3 2EY",5.2 mi,+44 1942 721666,+44 1942 721666,,False,new
c1287,Waggon & Horses,"68, Wigan Road, Leigh, WN7 5AY",5.2 mi,+447840 937754,+447840937754,,True,new
